UF;COD. UF;COD. MUNIC;NOME DO MUNICiPIO;populacao
PB;25;16755;Tenorio;2.966
PB;25;16805;Triunfo;9.868
PB;25;16904;Uirauna;14.943
PB;25;17001;Umbuzeiro;9.124
PB;25;17100;Varzea;2.668
PB;25;17209;Vieiropolis;4.864
PB;25;17407;Zabele;2.229
PE;26;54;Abreu e Lima;99.331
PE;26;104;Afogados da Ingazeira;40.120
PE;26;203;Afranio;16.486
PE;26;302;Agrestina;23.739
PE;26;401;agua Preta;26.473
PE;26;500;aguas Belas;41.549
PE;26;609;Alagoinha;13.256
PE;26;708;Alianca;35.245
PE;26;807;Altinho;20.657
PE;26;906;Amaraji;18.236
PE;26;1003;Angelim;9.965
PE;26;1052;Aracoiaba;19.314
PE;26;1102;Araripina;85.135
PE;26;1201;Arcoverde;77.660
PE;26;1300;Barra de Guabiraba;12.299
PE;26;1409;Barreiros;39.993
PE;26;1508;Belem de Maria;10.339
PE;26;1607;Belem do Sao Francisco;18.321
PE;26;1706;Belo Jardim;79.143
PE;26;1805;Betania;11.320
PE;26;1904;Bezerros;61.398
PE;26;2001;Bodoco;34.469
PE;26;2100;Bom Conselho;43.577
PE;26;2209;Bom Jardim;37.190
PE;26;2308;Bonito;37.953
PE;26;2407;Brejao;9.084
PE;26;2506;Brejinho;7.706
PE;26;2605;Brejo da Madre de Deus;48.313
PE;26;2704;Buenos Aires;12.818
PE;26;2803;Buique;49.786
PE;26;2902;Cabo de Santo Agostinho;203.084
PE;26;3009;Cabrobo;30.695
PE;26;3108;Cachoeirinha;19.789
PE;26;3207;Caetes;28.848
PE;26;3306;Calcado;11.113
PE;26;3405;Calumbi;5.241
PE;26;3454;Camaragibe;146.912
PE;26;3504;Camocim de Sao Felix;17.362
PE;26;3603;Camutanga;7.764
PE;26;3702;Canhotinho;24.340
PE;26;3801;Capoeiras;18.445
PE;26;3900;Carnaiba;18.437
PE;26;3926;Carnaubeira da Penha;12.226
PE;26;4007;Carpina;78.865
PE;26;4106;Caruaru;378.180
PE;26;4155;Casinhas;12.629
PE;26;4205;Catende;31.975
PE;26;4304;Cedro;10.512
PE;26;4403;Cha de Alegria;12.387
PE;26;4502;Cha Grande;20.494
PE;26;4601;Condado;24.586
PE;26;4700;Correntes;17.153
PE;26;4809;Cortes;10.361
PE;26;4908;Cumaru;15.824
PE;26;5004;Cupira;23.474
PE;26;5103;Custodia;35.915
PE;26;5152;Dormentes;16.159
PE;26;5202;Escada;59.526
PE;26;5301;Exu;31.803
PE;26;5400;Feira Nova;21.362
PE;26;5459;Fernando de Noronha;2.947
PE;26;5509;Ferreiros;15.040
PE;26;5608;Flores;20.213
PE;26;5707;Floresta;30.110
PE;26;5806;Frei Miguelinho;13.666
PE;26;5905;Gameleira;18.012
PE;26;6002;Garanhuns;142.286
PE;26;6101;Gloria do Goita;29.123
PE;26;6200;Goiana;80.983
PE;26;6309;Granito;6.971
PE;26;6408;Gravata;85.983
PE;26;6507;Iati;17.118
PE;26;6606;Ibimirim;27.406
PE;26;6705;Ibirajuba;7.127
PE;26;6804;Igarassu;115.281
PE;26;6903;Iguaracy;10.950
PE;26;7000;Inaja;23.871
PE;26;7109;Ingazeira;4.750
PE;26;7208;Ipojuca;98.762
PE;26;7307;Ipubi;28.838
PE;26;7406;Itacuruba;4.394
PE;26;7505;Itaiba;33.498
PE;26;7604;Ilha de Itamaraca;22.879
PE;26;7653;Itambe;34.925
PE;26;7703;Itapetim;13.492
PE;26;7752;Itapissuma;27.565
PE;26;7802;Itaquitinga;16.562
PE;26;7901;Jaboatao dos Guararapes;653.793
PE;26;7950;Jaqueira;10.237
PE;26;8008;Jatauba;15.419
PE;26;8057;Jatoba;14.002
PE;26;8107;Joao Alfredo;27.710
PE;26;8206;Joaquim Nabuco;13.099
PE;26;8255;Jucati;11.536
PE;26;8305;Jupi;15.336
PE;26;8404;Jurema;12.713
PE;26;8453;Lagoa do Carro;17.368
PE;26;8503;Lagoa de Itaenga;18.813
PE;26;8602;Lagoa do Ouro;11.859
PE;26;8701;Lagoa dos Gatos;14.139
PE;26;8750;Lagoa Grande;23.580
PE;26;8800;Lajedo;39.436
PE;26;8909;Limoeiro;55.917
PE;26;9006;Macaparana;23.187
PE;26;9105;Machados;11.068
PE;26;9154;Manari;24.255
PE;26;9204;Maraial;8.935
PE;26;9303;Mirandiba;13.359
PE;26;9402;Moreno;54.637
PE;26;9501;Nazare da Mata;30.589
PE;26;9600;Olinda;349.920
PE;26;9709;Orobo;21.173
PE;26;9808;Oroco;13.670
PE;26;9907;Ouricuri;65.200
PE;26;10004;Palmares;53.987
PE;26;10103;Palmeirina;7.032
PE;26;10202;Panelas;22.412
PE;26;10301;Paranatama;12.181
PE;26;10400;Parnamirim;18.563
PE;26;10509;Passira;28.235
PE;26;10608;Paudalho;55.072
PE;26;10707;Paulista;348.253
PE;26;10806;Pedra;22.884
PE;26;10905;Pesqueira;60.853
PE;26;11002;Petrolandia;34.302
PE;26;11101;Petrolina;388.145
PE;26;11200;Pocao;10.499
PE;26;11309;Pombos;29.499
PE;26;11408;Primavera;13.536
PE;26;11507;Quipapa;17.873
PE;26;11533;Quixaba;6.508
PE;26;11606;Recife;1.494.586
PE;26;11705;Riacho das Almas;20.307
PE;26;11804;Ribeirao;33.484
PE;26;11903;Rio Formoso;19.905
PE;26;12000;Saire;10.910
PE;26;12109;Salgadinho;5.733
PE;26;12208;Salgueiro;62.206
PE;26;12307;Saloa;13.530
PE;26;12406;Sanharo;18.606
PE;26;12455;Santa Cruz;14.178
PE;26;12471;Santa Cruz da Baixa Verde;11.598
PE;26;12505;Santa Cruz do Capibaribe;97.386
PE;26;12554;Santa Filomena;11.613
PE;26;12604;Santa Maria da Boa Vista;40.464
PE;26;12703;Santa Maria do Cambuca;13.715
PE;26;12802;Santa Terezinha;10.164
PE;26;12901;Sao Benedito do Sul;15.605
PE;26;13008;Sao Bento do Una;48.621
PE;26;13107;Sao Caitano;36.982
PE;26;13206;Sao Joao;23.411
PE;26;13305;Sao Joaquim do Monte;20.098
PE;26;13404;Sao Jose da Coroa Grande;18.802
PE;26;13503;Sao Jose do Belmonte;34.836
PE;26;13602;Sao Jose do Egito;31.154
PE;26;13701;Sao Lourenco da Mata;110.765
PE;26;13800;Sao Vicente Ferrer;16.331
PE;26;13909;Serra Talhada;91.624
PE;26;14006;Serrita;18.204
PE;26;14105;Sertania;31.593
PE;26;14204;Sirinhaem;37.503
PE;26;14303;Moreilandia;10.503
PE;26;14402;Solidao;5.246
PE;26;14501;Surubim;63.979
PE;26;14600;Tabira;27.505
PE;26;14709;Tacaimbo;13.608
PE;26;14808;Tacaratu;23.166
PE;26;14857;Tamandare;23.494
PE;26;15003;Taquaritinga do Norte;24.335
PE;26;15102;Terezinha;6.646
PE;26;15201;Terra Nova;8.832
PE;26;15300;Timbauba;46.004
PE;26;15409;Toritama;40.375
PE;26;15508;Tracunhaem;13.874
PE;26;15607;Trindade;30.231
PE;26;15706;Triunfo;14.647
PE;26;15805;Tupanatinga;28.352
PE;26;15904;Tuparetama;8.018
PE;26;16001;Venturosa;17.676
PE;26;16100;Verdejante;9.170
PE;26;16183;Vertente do Lerio;7.549
PE;26;16209;Vertentes;21.393
PE;26;16308;Vicencia;26.254
PE;26;16407;Vitoria de Santo Antao;135.182
PE;26;16506;Xexeu;11.288
AL;27;102;agua Branca;19.011
AL;27;201;Anadia;13.960
AL;27;300;Arapiraca;235.085
AL;27;409;Atalaia;37.356
AL;27;508;Barra de Santo Antonio;16.405
AL;27;607;Barra de Sao Miguel;7.952
AL;27;706;Batalha;16.016
AL;27;805;Belem;4.589
AL;27;904;Belo Monte;5.935
AL;27;1001;Boca da Mata;21.175
AL;27;1100;Branquinha;9.474
AL;27;1209;Cacimbinhas;10.387
AL;27;1308;Cajueiro;16.035
AL;27;1357;Campestre;6.656
AL;27;1407;Campo Alegre;32.020
AL;27;1506;Campo Grande;8.138
AL;27;1605;Canapi;15.434
AL;27;1704;Capela;15.023
AL;27;1803;Carneiros;8.992
AL;27;1902;Cha Preta;5.908
AL;27;2009;Coite do Noia;10.791
AL;27;2108;Colonia Leopoldina;15.673
AL;27;2207;Coqueiro Seco;5.579
AL;27;2306;Coruripe;49.951
AL;27;2355;Craibas;25.330
AL;27;2405;Delmiro Gouveia;51.215
AL;27;2504;Dois Riachos;9.754
AL;27;2553;Estrela de Alagoas;15.322
AL;27;2603;Feira Grande;22.701
AL;27;2702;Feliz Deserto;3.947
AL;27;2801;Flexeiras;9.520
AL;27;2900;Girau do Ponciano;35.899
AL;27;3007;Ibateguara;13.699
AL;27;3106;Igaci;23.996
AL;27;3205;Igreja Nova;21.227
AL;27;3304;Inhapi;15.158
AL;27;3403;Jacare dos Homens;5.071
AL;27;3502;Jacuipe;5.340
AL;27;3601;Japaratinga;9.307
AL;27;3700;Jaramataia;4.992
AL;27;3759;Jequia da Praia;9.480
AL;27;3809;Joaquim Gomes;17.080
AL;27;3908;Jundia;4.088
AL;27;4005;Junqueiro;23.902
AL;27;4104;Lagoa da Canoa;18.480
AL;27;4203;Limoeiro de Anadia;24.698
AL;27;4302;Maceio;960.667
AL;27;4401;Major Isidoro;18.081
AL;27;4500;Maragogi;32.540
AL;27;4609;Maravilha;9.515
AL;27;4708;Marechal Deodoro;61.177
AL;27;4807;Maribondo;13.677
AL;27;4906;Mar Vermelho;3.155
AL;27;5002;Mata Grande;21.627
AL;27;5101;Matriz de Camaragibe;23.871
AL;27;5200;Messias;15.418
AL;27;5309;Minador do Negrao;4.838
AL;27;5408;Monteiropolis;7.201
AL;27;5507;Murici;25.221
AL;27;5606;Novo Lino;10.011
AL;27;5705;Olho d'agua das Flores;20.702
AL;27;5804;Olho d'agua do Casado;8.345
AL;27;5903;Olho d'agua Grande;4.333
AL;27;6000;Olivenca;10.744
AL;27;6109;Ouro Branco;11.382
AL;27;6208;Palestina;4.328
AL;27;6307;Palmeira dos indios;68.534
AL;27;6406;Pao de Acucar;23.721
AL;27;6422;Pariconha;10.573
AL;27;6448;Paripueira;13.991
AL;27;6505;Passo de Camaragibe;13.870
AL;27;6604;Paulo Jacinto;6.570
AL;27;6703;Penedo;58.654
AL;27;6802;Piacabucu;15.834
AL;27;6901;Pilar;35.433
AL;27;7008;Pindoba;2.734
AL;27;7107;Piranhas;22.589
AL;27;7206;Poco das Trincheiras;12.480
AL;27;7305;Porto Calvo;23.708
AL;27;7404;Porto de Pedras;9.373
AL;27;7503;Porto Real do Colegio;20.048
AL;27;7602;Quebrangulo;11.069
AL;27;7701;Rio Largo;93.729
AL;27;7800;Roteiro;6.482
AL;27;7909;Santa Luzia do Norte;6.946
AL;27;8006;Santana do Ipanema;46.258
AL;27;8105;Santana do Mundau;11.307
AL;27;8204;Sao Bras;6.463
AL;27;8303;Sao Jose da Laje;20.742
AL;27;8402;Sao Jose da Tapera;30.359
AL;27;8501;Sao Luis do Quitunde;30.922
AL;27;8600;Sao Miguel dos Campos;51.978
AL;27;8709;Sao Miguel dos Milagres;8.711
AL;27;8808;Sao Sebastiao;31.788
AL;27;8907;Satuba;24.087
AL;27;8956;Senador Rui Palmeira;12.300
AL;27;9004;Tanque d'Arca;5.746
AL;27;9103;Taquarana;19.004
AL;27;9152;Teotonio Vilela;37.999
AL;27;9202;Traipu;23.486
AL;27;9301;Uniao dos Palmares;59.093
AL;27;9400;Vicosa;24.089
SE;28;100;Amparo do Sao Francisco;2.174
SE;28;209;Aquidaba;20.126
SE;28;308;Aracaju;605.309
SE;28;407;Araua;10.338
SE;28;506;Areia Branca;18.101
SE;28;605;Barra dos Coqueiros;41.644
SE;28;670;Boquim;24.669
SE;28;704;Brejo Grande;7.838
SE;28;1009;Campo do Brito;18.151
SE;28;1108;Canhoba;3.792
SE;28;1207;Caninde de Sao Francisco;26.871
SE;28;1306;Capela;31.674
SE;28;1405;Carira;19.935
SE;28;1504;Carmopolis;13.904
SE;28;1603;Cedro de Sao Joao;5.384
SE;28;1702;Cristinapolis;17.002
SE;28;1900;Cumbe;3.829
SE;28;2007;Divina Pastora;4.359
SE;28;2106;Estancia;64.771
SE;28;2205;Feira Nova;5.978
SE;28;2304;Frei Paulo;14.561
SE;28;2403;Gararu;11.089
SE;28;2502;General Maynard;3.035
SE;28;2601;Gracho Cardoso;5.835
SE;28;2700;Ilha das Flores;8.289
SE;28;2809;Indiaroba;16.082
SE;28;2908;Itabaiana;103.620
SE;28;3005;Itabaianinha;40.313
SE;28;3104;Itabi;4.746
SE;28;3203;Itaporanga d'Ajuda;34.414
SE;28;3302;Japaratuba;15.848
SE;28;3401;Japoata;13.416
SE;28;3500;Lagarto;101.642
SE;28;3609;Laranjeiras;24.003
SE;28;3708;Macambira;6.839
SE;28;3807;Malhada dos Bois;3.580
SE;28;3906;Malhador;11.532
SE;28;4003;Maruim;15.783
SE;28;4102;Moita Bonita;11.061
SE;28;4201;Monte Alegre de Sergipe;14.346
SE;28;4300;Muribeca;7.821
SE;28;4409;Neopolis;16.450
SE;28;4458;Nossa Senhora Aparecida;9.243
SE;28;4508;Nossa Senhora da Gloria;41.267
SE;28;4607;Nossa Senhora das Dores;25.000
SE;28;4706;Nossa Senhora de Lourdes;6.263
SE;28;4805;Nossa Senhora do Socorro;192.375
SE;28;4904;Pacatuba;12.493
SE;28;5000;Pedra Mole;2.787
SE;28;5109;Pedrinhas;7.393
SE;28;5208;Pinhao;5.674
SE;28;5307;Pirambu;7.908
SE;28;5406;Poco Redondo;33.462
SE;28;5505;Poco Verde;21.776
SE;28;5604;Porto da Folha;26.630
SE;28;5703;Propria;26.648
SE;28;5802;Riachao do Dantas;18.321
SE;28;5901;Riachuelo;8.744
SE;28;6008;Ribeiropolis;17.032
SE;28;6107;Rosario do Catete;9.315
SE;28;6206;Salgado;20.294
SE;28;6305;Santa Luzia do Itanhy;13.480
SE;28;6404;Santana do Sao Francisco;7.347
SE;28;6503;Santa Rosa de Lima;3.940
SE;28;6602;Santo Amaro das Brotas;11.128
SE;28;6701;Sao Cristovao;95.700
SE;28;6800;Sao Domingos;10.332
SE;28;6909;Sao Francisco;3.246
SE;28;7006;Sao Miguel do Aleixo;3.433
SE;28;7105;Simao Dias;42.712
SE;28;7204;Siriri;7.841
SE;28;7303;Telha;3.279
SE;28;7402;Tobias Barreto;50.583
SE;28;7501;Tomar do Geru;12.029
SE;28;7600;Umbauba;24.039
BA;29;108;Abaira;7.290
BA;29;207;Abare;18.766
BA;29;306;Acajutiba;13.715
BA;29;355;Adustina;14.166
BA;29;405;agua Fria;17.398
BA;29;504;erico Cardoso;10.581
BA;29;603;Aiquara;4.566
BA;29;702;Alagoinhas;157.864
BA;29;801;Alcobaca;23.633
BA;29;900;Almadina;5.195
BA;29;1007;Amargosa;36.260
BA;29;1106;Amelia Rodrigues;23.639
BA;29;1155;America Dourada;15.104
BA;29;1205;Anage;25.452
BA;29;1304;Andarai;13.406
BA;29;1353;Andorinha;15.011
BA;29;1403;Angical;14.973
BA;29;1502;Anguera;11.019
BA;29;1601;Antas;14.453
BA;29;1700;Antonio Cardoso;11.268
BA;29;1809;Antonio Goncalves;11.921
BA;29;1908;Apora;16.909
BA;29;1957;Apuarema;6.900
BA;29;2005;Aracatu;13.819
BA;29;2054;Aracas;12.605
BA;29;2104;Araci;51.377
BA;29;2203;Aramari;9.781
BA;29;2252;Arataca;8.219
BA;29;2302;Aratuipe;10.006
BA;29;2401;Aurelino Leal;11.782
BA;29;2500;Baianopolis;13.618
BA;29;2609;Baixa Grande;17.880
BA;29;2658;Banzae;11.869
BA;29;2708;Barra;50.543
BA;29;2807;Barra da Estiva;26.031
BA;29;2906;Barra do Choca;40.025
BA;29;3003;Barra do Mendes;13.852
BA;29;3102;Barra do Rocha;6.682
BA;29;3201;Barreiras;165.413
BA;29;3235;Barro Alto;13.761
BA;29;3276;Barrocas;15.396
BA;29;3300;Barro Preto;5.820
BA;29;3409;Belmonte;20.565
BA;29;3508;Belo Campo;18.399
BA;29;3607;Biritinga;15.151
BA;29;3706;Boa Nova;14.160
BA;29;3805;Boa Vista do Tupim;19.320
BA;29;3904;Bom Jesus da Lapa;74.040
BA;29;3953;Bom Jesus da Serra;9.572
BA;29;4001;Boninal;13.653
BA;29;4050;Bonito;15.837
BA;29;4100;Boquira;20.588
BA;29;4209;Botupora;11.040
BA;29;4308;Brejoes;12.914
BA;29;4407;Brejolandia;9.114
BA;29;4506;Brotas de Macaubas;12.467
BA;29;4605;Brumado;70.268
BA;29;4704;Buerarema;16.880
BA;29;4753;Buritirama;19.514
BA;29;4803;Caatiba;6.915
BA;29;4852;Cabaceiras do Paraguacu;19.432
BA;29;4902;Cachoeira;31.982
BA;29;5008;Cacule;22.412
BA;29;5107;Caem;10.360
BA;29;5156;Caetanos;13.242
BA;29;5206;Caetite;52.099
BA;29;5305;Cafarnaum;17.975
BA;29;5404;Cairu;17.591
BA;29;5503;Caldeirao Grande;13.063
BA;29;5602;Camacan;22.460
BA;29;5701;Camacari;334.195
BA;29;5800;Camamu;30.480
BA;29;5909;Campo Alegre de Lourdes;30.659
BA;29;6006;Campo Formoso;68.571
BA;29;6105;Canapolis;10.225
BA;29;6204;Canarana;23.491
BA;29;6303;Canavieiras;33.080
BA;29;6402;Candeal;7.785
BA;29;6501;Candeias;77.026
BA;29;6600;Candiba;13.007
BA;29;6709;Candido Sales;25.278
BA;29;6808;Cansancao;39.475
BA;29;6824;Canudos;15.906
BA;29;6857;Capela do Alto Alegre;10.754
BA;29;6873;Capim Grosso;33.344
BA;29;6899;Caraibas;9.938
BA;29;6907;Caravelas;21.612
BA;29;7004;Cardeal da Silva;8.376
BA;29;7103;Carinhanha;28.869
BA;29;7202;Casa Nova;71.572
BA;29;7301;Castro Alves;24.700
BA;29;7400;Catolandia;3.480
BA;29;7509;Catu;48.137
BA;29;7558;Caturama;8.847
BA;29;7608;Central;16.223
BA;29;7707;Chorrocho;10.587
BA;29;7806;Cicero Dantas;30.836
BA;29;7905;Cipo;17.246
BA;29;8002;Coaraci;17.949
BA;29;8101;Cocos;19.156
BA;29;8200;Conceicao da Feira;22.936
BA;29;8309;Conceicao do Almeida;15.401
BA;29;8408;Conceicao do Coite;70.202
BA;29;8507;Conceicao do Jacuipe;34.994
BA;29;8606;Conde;24.433
BA;29;8705;Condeuba;17.059
BA;29;8804;Contendas do Sincora;4.750
BA;29;8903;Coracao de Maria;28.340
BA;29;9000;Cordeiros;7.555
BA;29;9109;Coribe;14.158
BA;29;9208;Coronel Joao Sa;17.000
BA;29;9307;Correntina;32.709
BA;29;9406;Cotegipe;13.059
BA;29;9505;Cravolandia;4.445
BA;29;9604;Crisopolis;19.720
BA;29;9703;Cristopolis;14.002
BA;29;9802;Cruz das Almas;60.633
BA;29;9901;Curaca;33.603
BA;29;10008;Dario Meira;10.025
BA;29;10057;Dias d'avila;69.211
BA;29;10107;Dom Basilio;11.905
BA;29;10206;Dom Macedo Costa;4.418
BA;29;10305;Elisio Medrado;7.782
BA;29;10404;Encruzilhada;19.111
BA;29;10503;Entre Rios;38.880
BA;29;10602;Esplanada;34.033
BA;29;10701;Euclides da Cunha;65.187
BA;29;10727;Eunapolis;112.477
BA;29;10750;Fatima;17.899
BA;29;10776;Feira da Mata;5.618
BA;29;10800;Feira de Santana;652.592
BA;29;10859;Filadelfia;17.892
BA;29;10909;Firmino Alves;5.925
BA;29;11006;Floresta Azul;11.068
BA;29;11105;Formosa do Rio Preto;25.185
BA;29;11204;Gandu;29.776
BA;29;11253;Gaviao;4.357
BA;29;11303;Gentio do Ouro;11.896
BA;29;11402;Gloria;16.698
BA;29;11501;Gongogi;5.549
BA;29;11600;Governador Mangabeira;20.604
BA;29;11659;Guajeru;8.054
BA;29;11709;Guanambi;87.580
BA;29;11808;Guaratinga;20.338
BA;29;11857;Heliopolis;12.301
BA;29;11907;Iacu;25.178
BA;29;12004;Ibiassuce;10.426
BA;29;12103;Ibicarai;21.688
BA;29;12202;Ibicoara;20.874
BA;29;12301;Ibicui;13.791
BA;29;12400;Ibipeba;18.540
BA;29;12509;Ibipitanga;13.905
BA;29;12608;Ibiquera;3.722
BA;29;12707;Ibirapitanga;27.341
BA;29;12806;Ibirapua;8.331
BA;29;12905;Ibirataia;19.613
BA;29;13002;Ibitiara;14.622
BA;29;13101;Ibitita;17.954
BA;29;13200;Ibotirama;26.611
BA;29;13309;Ichu;6.192
BA;29;13408;Igapora;17.022
BA;29;13457;Igrapiuna;13.077
BA;29;13507;Iguai;25.114
BA;29;13606;Ilheus;197.163
BA;29;13705;Inhambupe;33.771
BA;29;13804;Ipecaeta;16.230
BA;29;13903;Ipiau;43.078
BA;29;14000;Ipira;58.094
BA;29;14109;Ipupiara;9.925
BA;29;14208;Irajuba;6.100
BA;29;14307;Iramaia;10.755
BA;29;14406;Iraquara;25.590
BA;29;14505;Irara;27.984
BA;29;14604;Irece;76.491
BA;29;14653;Itabela;27.691
BA;29;14703;Itaberaba;67.605
BA;29;14802;Itabuna;185.500
BA;29;14901;Itacare;28.214
BA;29;15007;Itaete;14.031
BA;29;15106;Itagi;13.925
BA;29;15205;Itagiba;15.556
BA;29;15304;Itagimirim;7.037
BA;29;15353;Itaguacu da Bahia;13.116
BA;29;15403;Itaju do Colonia;6.033
BA;29;15502;Itajuipe;19.913
BA;29;15601;Itamaraju;60.831
BA;29;15700;Itamari;7.050
BA;29;15809;Itambe;26.420
BA;29;15908;Itanagra;5.814
BA;29;16005;Itanhem;19.025
BA;29;16104;Itaparica;19.738
BA;29;16203;Itape;10.327
BA;29;16302;Itapebi;9.779
BA;29;16401;Itapetinga;68.704
BA;29;16500;Itapicuru;32.793
BA;29;16609;Itapitanga;10.320
BA;29;16708;Itaquara;8.175
BA;29;16807;Itarantim;17.035
BA;29;16856;Itatim;15.749
BA;29;16906;Itirucu;11.016
BA;29;17003;Itiuba;33.671
BA;29;17102;Itororo;17.729
BA;29;17201;Ituacu;18.992
BA;29;17300;Itubera;21.974
BA;29;17334;Iuiu;11.101
BA;29;17359;Jaborandi;9.269
BA;29;17409;Jacaraci;14.625
BA;29;17508;Jacobina;88.296
BA;29;17607;Jaguaquara;46.026
BA;29;17706;Jaguarari;32.495
BA;29;17805;Jaguaripe;20.237
BA;29;17904;Jandaira;9.112
BA;29;18001;Jequie;156.408
BA;29;18100;Jeremoabo;37.519
BA;29;18209;Jiquirica;13.623
BA;29;18308;Jitauna;14.614
BA;29;18357;Joao Dourado;26.186
BA;29;18407;Juazeiro;244.406
BA;29;18456;Jucurucu;9.971
BA;29;18506;Jussara;16.922
BA;29;18555;Jussari;5.902
BA;29;18605;Jussiape;7.381
BA;29;18704;Lafaiete Coutinho;4.044
BA;29;18753;Lagoa Real;13.990
BA;29;18803;Laje;23.198
BA;29;18902;Lajedao;4.550
BA;29;19009;Lajedinho;4.102
BA;29;19058;Lajedo do Tabocal;7.486
BA;29;19108;Lamarao;9.062
BA;29;19157;Lapao;25.713
BA;29;19207;Lauro de Freitas;220.437
BA;29;19306;Lencois;11.022
BA;29;19405;Licinio de Almeida;11.848
BA;29;19504;Livramento de Nossa Senhora;43.898
BA;29;19553;Luis Eduardo Magalhaes;108.271
BA;29;19603;Macajuba;10.463
BA;29;19702;Macarani;21.556
BA;29;19801;Macaubas;41.631
BA;29;19900;Macurure;7.600
BA;29;19926;Madre de Deus;18.767
BA;29;19959;Maetinga;6.968
BA;29;20007;Maiquinique;9.452
BA;29;20106;Mairi;16.122
BA;29;20205;Malhada;15.426
BA;29;20304;Malhada de Pedras;8.673
BA;29;20403;Manoel Vitorino;13.327
BA;29;20452;Mansidao;13.902
BA;29;20502;Maracas;27.747
BA;29;20601;Maragogipe;38.394
BA;29;20700;Marau;24.713
BA;29;20809;Marcionilio Souza;9.256
BA;29;20908;Mascote;11.991
BA;29;21005;Mata de Sao Joao;48.698
BA;29;21054;Matina;10.338
BA;29;21104;Medeiros Neto;23.096
BA;29;21203;Miguel Calmon;27.817
BA;29;21302;Milagres;11.076
BA;29;21401;Mirangaba;15.050
BA;29;21450;Mirante;10.072
BA;29;21500;Monte Santo;47.758
BA;29;21609;Morpara;8.303
BA;29;21708;Morro do Chapeu;33.389
BA;29;21807;Mortugaba;11.131
BA;29;21906;Mucuge;12.988
BA;29;22003;Mucuri;38.082
BA;29;22052;Mulungu do Morro;13.166
BA;29;22102;Mundo Novo;20.564
BA;29;22201;Muniz Ferreira;7.165
BA;29;22250;Muquem do Sao Francisco;11.029
BA;29;22300;Muritiba;28.558
BA;29;22409;Mutuipe;20.028
BA;29;22508;Nazare;28.181
BA;29;22607;Nilo Pecanha;12.032
BA;29;22656;Nordestina;18.536
BA;29;22706;Nova Canaa;15.959
BA;29;22730;Nova Fatima;7.958
BA;29;22755;Nova Ibia;8.325
BA;29;22805;Nova Itarana;7.820
BA;29;22854;Nova Redencao;7.525
BA;29;22904;Nova Soure;24.206
BA;29;23001;Nova Vicosa;41.089
BA;29;23035;Novo Horizonte;11.163
BA;29;23050;Novo Triunfo;10.666
BA;29;23100;Olindina;22.615
BA;29;23209;Oliveira dos Brejinhos;22.850
BA;29;23308;Ouricangas;7.728
BA;29;23357;Ourolandia;19.322
BA;29;23407;Palmas de Monte Alto;20.091
BA;29;23506;Palmeiras;10.383
BA;29;23605;Paramirim;20.378
BA;29;23704;Paratinga;28.947
BA;29;23803;Paripiranga;26.609
BA;29;23902;Pau Brasil;10.669
BA;29;24009;Paulo Afonso;118.412
BA;29;24058;Pe de Serra;13.242
BA;29;24108;Pedrao;6.229
BA;29;24207;Pedro Alexandre;14.056
BA;29;24306;Piata;20.098
BA;29;24405;Pilao Arcado;35.326
BA;29;24504;Pindai;14.740
BA;29;24603;Pindobacu;19.133
BA;29;24652;Pintadas;9.805
BA;29;24678;Pirai do Norte;10.200
BA;29;24702;Piripa;9.158
BA;29;24801;Piritiba;17.549
BA;29;24900;Planaltino;8.012
BA;29;25006;Planalto;23.290
BA;29;25105;Pocoes;48.197
BA;29;25204;Pojuca;33.079
BA;29;25253;Ponto Novo;17.941
BA;29;25303;Porto Seguro;158.736
BA;29;25402;Potiragua;11.524
BA;29;25501;Prado;31.715
BA;29;25600;Presidente Dutra;15.133
BA;29;25709;Presidente Janio Quadros;12.627
BA;29;25758;Presidente Tancredo Neves;27.662
BA;29;25808;Queimadas;26.027
BA;29;25907;Quijingue;27.317
BA;29;25931;Quixabeira;9.429
BA;29;25956;Rafael Jambeiro;20.242
BA;29;26004;Remanso;40.531
BA;29;26103;Retirolandia;13.654
BA;29;26202;Riachao das Neves;22.289
BA;29;26301;Riachao do Jacuipe;33.422
BA;29;26400;Riacho de Santana;39.127
BA;29;26509;Ribeira do Amparo;13.831
BA;29;26608;Ribeira do Pombal;53.997
BA;29;26657;Ribeirao do Largo;10.382
BA;29;26707;Rio de Contas;13.634
BA;29;26806;Rio do Antonio;13.098
BA;29;26905;Rio do Pires;9.585
BA;29;27002;Rio Real;35.378
BA;29;27101;Rodelas;10.303
BA;29;27200;Ruy Barbosa;30.172
BA;29;27309;Salinas da Margarida;14.989
BA;29;27408;Salvador;2.610.987
BA;29;27507;Santa Barbara;22.446
BA;29;27606;Santa Brigida;14.979
BA;29;27705;Santa Cruz Cabralia;30.385
BA;29;27804;Santa Cruz da Vitoria;4.672
BA;29;27903;Santa Ines;10.293
BA;29;28000;Santaluz;37.079
BA;29;28059;Santa Luzia;11.776
BA;29;28109;Santa Maria da Vitoria;38.686
BA;29;28208;Santana;24.778
BA;29;28307;Santanopolis;9.831
BA;29;28406;Santa Rita de Cassia;28.084
BA;29;28505;Santa Terezinha;9.790
BA;29;28604;Santo Amaro;55.935
BA;29;28703;Santo Antonio de Jesus;103.055
BA;29;28802;Santo Estevao;55.696
BA;29;28901;Sao Desiderio;36.793
